white,white_elo,black,black_elo,result,date,moves
amnezia,1778,luciano2000,1767,0-1,????.??.??,b4 d5 Bb2 f5 c4 e6 cxd5 exd5 b5 Nf6 Nf3 Bd6 e3 O-O Be2 c6 O-O Ne4 a4 a6 d3 Nc5 Bc3 axb5 axb5 Rxa1 Bxa1 cxb5 Nc3 Be6 Nxb5 Qe7 Nxd6 Qxd6 Qc2 Nc6 Rc1 Nb4 Qxc5 Qxc5 Rxc5 Nc6 Rb5 Ra8 Bb2 Bc8 g3 Kf7 Kg2 Ke6 Ng5+ Ke7 Nxh7 Ra2 Ng5 Kf8 Rxd5 Rxb2 Rd6 Rxe2 Ne6+ Kf7 Nd8+ Nxd8 Rxd8 Be6 Rd6 Rb2 Rxe6 Kxe6 e4 b5 exf5+ Kf6 d4 b4 g4 b3 g5+ Kxf5 d5 Kxg5 d6 Rd2 d7 Rxd7 f3 b2 Kg3 b1=Q h3 Kf6 f4 Qg1+ Kf3 Rd5 h4 Qf1+
hallgordi,1065,Red-John,1399,1-0,????.??.??,d3 e5 e3 Nf6 Be2 d5 Bd2 Bc5 Nf3 e4 dxe4 dxe4 Nd4 O-O O-O Nc6 Nxc6 Qd6 Nd4 Re8 Nc3 a6 Na4 Bxd4 exd4 Qxd4 Nc3 b5 Bg5
kick,1468,mossd13,1474,0-1,????.??.??,e4 e5 Nf3 f6 d4 d6 dxe5 fxe5 Bc4 Be7 Qd5 Nh6 Bxh6 gxh6 Qf7+ Kd7 Be6+ Kc6 Bxc8 Qxc8 Qd5+ Kd7 Nh4 c6 Qf7 Rf8 Qxh7 Rh8 Qf5+ Kd8 Qxc8+ Kxc8 Ng6 Re8 Nxe7+ Rxe7 Nd2 Kd7 O-O-O c5 Rhf1 Nc6 f4 exf4 Rxf4 Nd4 Re1 Rg8 c3 Nc6 g3 Nd8 Nc4 Ne6 Rf6 b5 Ne3 Ng5 Nd5 Re5 Rxh6 Nxe4 Rh4 Kc6 Nf4 Rf5 Nd3 Nf2 Nxf2 Rxf2 Rd1 Rd8 Rh6 Rf3
Kakurenbo,1668,jt-finn,1752,1-0,????.??.??,e4 e6 d4 d6 Nc3 b6 Nf3 a6 Bd3 Bb7 h3 h6 O-O Nd7 Nh2 g5 Ng4 Qe7 Be3 h5 Nh2 g4 hxg4 hxg4 Qxg4 O-O-O f4 Nh6 Qh3 Bg7 Ng4 Nf5 Qf3 Nxe3 Nxe3 Rdg8 Rf2 Qh4 Kf1 f5 Ke2 Bh6 g3 Rxg3 Rh1 Rxf3 Rxh4 Rxf2+ Kxf2 fxe4 Bxe4 Bxe4 Nxe4 d5 Ng5 Nf6 Kf3 Ne4 Nf7 Nd2+ Ke2 Rh7 Nxh6 Ne4 Nhf5 Rg7 Nxg7
freddysaldivia,1568,pabloemelec,1135,1-0,????.??.??,e4 Nc6 d4 Nf6 e5 Nd5 Nf3 Ncb4 c3 Na6 c4 Ndb4 g3 d6 Bg2 c6 d5 Bf5 O-O Bd3 Re1 e6 dxe6 fxe6 a3 Nc2 Re3 Nxa1 Rxd3 Nc5 Bg5 Be7 Bxe7 Qxe7 exd6 Qd7 Ne5 Qd8 d7+ Nxd7 Rxd7 Qb6 Qd6 Qxb2 Qe7#
peter-br,1503,najjih,1522,1-0,????.??.??,e4 e6 d4 c6 c4 Bb4+ Bd2 Bxd2+ Nxd2 Ne7 f4 O-O Ngf3 d5 cxd5 exd5 e5 Bg4 Be2 Nf5 Qa4 Ne3 Kf2 b5 Qb3 Nf5 h3 Bxf3 Nxf3 a5 Qd3 Nh4 Ng5 g6 Rhf1 Nf5 Kg1 h6 Nf3 Ng3 Rf2 Ne4 Rff1 Na6 a3 b4 Qc2 Qb6 Rac1 Ng3 Rf2 Nxe2+ Rxe2 bxa3 bxa3 Rac8 f5 g5 f6 c5 Nxg5 hxg5 Qf5 Qxf6 exf6 Kh8 Qxg5 Rg8 Qh6#
just_alkhin2300,1500,Voittamaton,1979,0-1,????.??.??,d3 e5 g3 Nc6 Bg2 Nf6 Nf3 d5 O-O Bd6 e4 dxe4 dxe4 O-O Nc3 Bg4 Bg5 h6 Bxf6 Qxf6 h3 Bxf3 Bxf3 Nd4 Bg2 Rfe8 Nd5 Qd8 c3 Ne6 Ne3 Rc8 Nc4 a6 Nxd6 Qxd6 Qxd6 cxd6 Rad1 Red8 Rd2 Rc7 Rfd1 Rcd7 Bf1 b5 a4 bxa4 Bxa6 Ra7 Bc4 Rb8
professionalloser,1306,Debrant,1552,1-0,????.??.??,e4 e6 Nf3 d6 d4 Be7 Nc3 Nf6 Bg5 O-O Bd3 Ne8 Bxe7 Qxe7 O-O f5 exf5 exf5 h3 Qf6 Bc4+ Be6 Bxe6+ Qxe6 Re1 Qf6 Qe2 Nd7 Qe6+ Qxe6 Rxe6 Nb6 a3 Nc4 Rb1 c6 Re7 b5 Ree1 Kf7 Ng5+ Kg6 Ne6 Rf7 Nf4+ Kh6 h4 Nf6 Re6 Re8 Rxe8 Nxe8 d5 c5 Nxb5 a6 b3 axb5 bxc4 bxc4 c3 Ra7 Ra1 Ra4 f3 Nc7 g4 fxg4 fxg4 Nb5 g5#
GarryTal,1553,Snowden,1502,0-1,????.??.??,f4 e5 Nf3 e4 Nd4 c5 Nf5 d5 Ng3 f5 e3 Nf6 Nc3 Nc6 d3 Bd6 dxe4 fxe4 Bd2 O-O Bb5 Ne7 O-O a6 Be2 Bd7 Qe1 b5 a3 d4 exd4 cxd4 Ncxe4 Nxe4 Nxe4 Bc7 c3 Bc6 Nc5 dxc3 Bxc3 Qd5 Qg3 Nf5 Bf3 Qxc5+
myllarau,1417,dmitry_n76,1712,0-1,????.??.??,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 h3 Nf6 Nc3 d5 d3 d4 Ne2 Bd6 Bg5 h6 Bxf6 Qxf6 Qd2 Qe7 a3 Rb8 b4 c5 c3 cxb4 axb4 dxc3 Qxc3 Bxb4
maksjestem,999,kch77,1166,0-1,????.??.??,g4 d5 Bh3 Nc6 Nc3 a6 e4 d4 Nd5 e6 Nf4 g5 Nh5 h6 b3 Nf6 Nxf6+ Qxf6 Qf3 Qg6 c3 Ne5 Qg3 Qxe4+ Kd1 Qxh1 Qxe5 Qxg1+ Kc2 Rg8 Qxc7 Qxf2 cxd4 Qxd4 Bb2 Qc5+ Qxc5 Bxc5 Bg2 e5 Re1 Bd4 Bxd4 Bxg4 Rxe5+ Be6 Bd5 Rc8+ Kb2 Rg6 Bxb7 Rc7 Rxe6+ Rxe6
Pippertone,1733,ctseven,1682,0-1,????.??.??,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5 Re1 O-O c3 b5 Bc2 d6 d4 Ba7 h3 Bb7 Be3 Na5 Nbd2 exd4 cxd4 Re8 Bg5 h6 Bh4 g5 Bg3 Nc4 b3 Nxd2 Qxd2 Bxe4 Bxe4 Nxe4 Qd3 Nxg3 fxg3 c5 d5 c4+
Arcticpenguin,1659,Nikvol,1831,0-1,????.??.??,e4 c5 Nf3 d6 Bc4 e6 Nc3 a6 a4 b5 axb5 Bd7 bxa6 Qc7 Bb5 Nf6 Bxd7+ Nbxd7 Nb5 Qb6 Qe2 Be7 d4 O-O dxc5 Nxc5 Be3 Rxa6 Rxa6 Qxa6 O-O Ncxe4 Nbd4 Qxe2 Nxe2 Rc8 c3 d5 Ng3 Nxg3 hxg3 Ne4 Nd2 Nxd2 Bxd2 f6 Rb1 e5 b4 Kf7 b5 Rb8 b6 Rb7 Be3 Ke6 Kf1 Kd7 Rb5 Kc6 Ra5 Bd6 Ke2 Be7 Kd3 Bd8 Rc5+ Kd6 Rb5 Kc6 Rc5+ Kd6 Rb5 f5 Bc5+ Kc6 c4 dxc4+ Kxc4 Bxb6 Bxb6 Rxb6 Rxb6+ Kxb6 Kd5 e4 Ke6 g6 Kf6 Kc6 Kg7 g5 Kxh7 f4 gxf4 gxf4 Kg6 e3 fxe3 fxe3
writer_13,1694,Cptserieux,1601,0-1,????.??.??,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 d3 d6 Bd2 Bd7 a3 Bxc3 Bxc3 Ne7 a4 Bxb5 axb5 Qd7 b6 cxb6 d4 Nxe4 dxe5 Nxc3 bxc3 Nf5 exd6 Qe6+ Qe2 Qxe2+ Kxe2 Kd7 Rad1 Rhe8+ Kf1 a5 g3 a4 Kg2 Re2 Rd2 Rxd2 Nxd2 Nxd6 c4 Kc6 Ra1 a3 Ra2 Kc5 f3 Nxc4 Nxc4 Kxc4 Kf2 b5 Ke2 b4 Kd2 b3 cxb3+ Kxb3 Ra1 a2 h4 Kb2 Rc1 Rd8+
zxcvbnmzxcvbnm,2074,igo1,2042,1-0,????.??.??,e3 Nf6 d4 g6 Bd3 Bg7 Ne2 d6 O-O e5 h3 e4 Bc4 c6 c3 b5 Bb3 a5 Bc2 a4 Ng3 d5 f3 exf3 Qxf3 O-O e4 dxe4 Nxe4 Nxe4 Bxe4 Be6 a3 Bd5 Nd2 Na6 Bxd5 Qxd5 Qxd5 cxd5 Nf3 Nc7 Bf4 Ne6 Bd6 Rfd8 Be5 f6 Bh2 g5 Ne1 Nf8 Nd3 Ng6 Nb4 Re8 Rae1 Nh4 Nxd5 f5 Be5 f4 Bxg7 Kxg7 Nc7 Rxe1 Rxe1 Rc8 Nxb5 Nf5 c4 Rxc4 Re2 Rc1+ Kf2 Ng3 Rd2
ihkdfhg,1764,laker,1797,1-0,????.??.??,d4 Nf6 c4 c5 Nf3 e6 e3 Nc6 Bd3 d5 O-O dxc4 Bxc4 a6 dxc5 Bxc5 a3 O-O b4 Be7 Qc2 b5 Bd3 Bb7 Bb2 Rc8 Rd1 Qc7 Nc3 Ne5 Nxe5 Qxe5 Rab1 Qg5 g3 Ng4 Bxh7+ Kh8 Be4 Rxc3 Bxc3 Bxe4 Qxe4 f5 Qf4 Qh5 h4 Kh7 Rd7 Bf6 Bxf6 Rxf6 Rc1 e5 Qf3 e4 Qf4 Qe8 Rcc7 Rg6 Qxf5 Nh6 Rxg7+ Kh8 Qxg6 Qxg6 Rxg6 Nf5 Rxa6
nuwonga,2275,MisterBiggStuff,2104,1-0,????.??.??,Nf3 c5 c4 e6 e4 d5 cxd5 exd5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 d5 Bd6 Bb5+ Bd7 Qe2+ Qe7 Qxe7+ Bxe7 Bf4 O-O O-O a6 Bxd7 Nbxd7 Rfe1 Rfe8 Ne5 Nxe5 Bxe5 Rad8 Rad1 Bd6 Bxf6 gxf6 Ne4 Kg7 Nxd6 Rxe1+ Rxe1 Rxd6 Rd1 f5 f4 Kf6 Kf2 c4 Ke3 b5 Kd4 Rd8 Re1 Rg8 g3 Rd8 Re5 h5 Kc5 h4 d6 h3 Kc6 Rc8+ Kb7 Rd8 Kc7 Rg8 d7 Rxg3 hxg3 h2 Re1 h1=Q d8=Q+ Kg7 Rxh1
pieceofffering,1774,Senya9779,1671,0-1,????.??.??,d4 d5 Bf4 Bf5 e3 e6 Nf3 c5 c3 Nc6 Be2 Qb6 Qb3 Qxb3 axb3 cxd4 exd4 Nf6 h3 O-O-O b4 Bd6 b5 Ne7 Bxd6 Rxd6 Rxa7 Kb8 Ra5 Bxb1 O-O Be4 Rfa1 Kc7 Ne5 Rf8 f3 Bc2 R1a2 Bb3 R2a3 Bc4 Bxc4 dxc4 Nxc4 Rdd8 b6+ Kd7 Ra7 Rb8 Ne5+ Kd6 c4 Nc6 c5+ Kd5 Rc3 Nxd4 f4 Nb5 Rd3+ Kxc5 Ra1 Kxb6 g4 Rfd8 Rc3 Nxc3 bxc3 Nd5 c4 Nxf4 Nxf7 Nxh3+ Kg2 Rd3 Rb1+ Kc5 Ne5 Ra3 Rb5+ Kd4 Nd7 Rd8 Nb6 Rf8 Rh5 Rf2+ Kh1 Ra1#
trollbrah,1755,vovaka,1684,1-0,????.??.??,d4 d5 c4 c6 Nf3 Bf5 g3 e6 Bg2 Nf6 O-O h6 cxd5 cxd5 Nc3 a6 Qa4+ Nc6 Ne5 Qc7 Bf4 Bd6 Nxc6 Bxf4 Ne5+ Nd7 gxf4 Rd8 Rac1 O-O Nxd5 Qd6 Ne3 f6 Nxf5 exf5 Ng6 Nb6 Qb3+ Rf7 Rc2 Rd7 Rfc1 Kh7 Nh4 Qxf4 Nf3 Na8 e3 Qd6 Qd3 g6 Nh4 h5 Bh3 Kh6 Bxf5 g5 Bxd7
microcommega,1886,obi,1819,1-0,????.??.??,e4 e5 Nf3 d6 Bc4 h6 d4 exd4 Nxd4 Nf6 Nc3 Be7 f3 O-O O-O Nc6 Be3 Ne5 Be2 c6 Bf2 d5 Nf5 Bxf5 exf5 Qc7 Re1 Bd6 g3 b6 Bf1 Rad8 Bg2 Nc4 b3 Ne5 Ne2 Rfe8 Nd4 a6 c3 c5 Ne2 Bf8 Rc1 Nc6 Nf4 Rxe1+ Qxe1 g5 fxg6 fxg6 Nxg6 Kg7 Nh4 Ne5 Qe2 Qf7 Nf5+ Kh7 Qxe5 Nd7 Qf4
mirumen,1555,WilliamTristan,1369,1-0,????.??.??,e4 c5 Nf3 d6 Bc4 g6 Ng5 e6 d3 Be7 h4 Nf6 Qf3 O-O Bf4 Nc6 c3 h6 Nh3 Kg7 g4 e5 g5 Bg4 gxf6+ Bxf6
anand0707,1865,E-ares,1691,1-0,????.??.??,d4 Nf6 c4 d6 Nc3 Nbd7 e4 e6 Bd3 Be7 f3 O-O Be3 c5 Nge2 cxd4 Nxd4 Nc5 Bc2 e5 Nde2 Nfd7 O-O Nb6 b3 Bg5 Qd2 Bxe3+ Qxe3 Ne6 Rad1 a6 Qd2 Qc7 Qxd6 Rd8 Qxc7 Rxd1 Qxc8+ Rxc8 Rxd1 h6 Nd5 Nxd5 Rxd5 f6 g3 b5 Bd3 bxc4 Bxc4 a5 Rd6 Kf8 Rxe6 h5 Ra6 Rd8 Rxa5 g6 Ra7 f5 Rf7+ Ke8 exf5 gxf5 Rxf5 h4 Rxe5+ Kf8 Nf4 hxg3 hxg3 Rd1+ Kg2 Ra1 Rf5+ Kg7 Ra5 Kf6 Kh3 Kg7 Kg4 Rh1 Ra6 Re1 Kf5 Kh7 Ra7+ Kh8 Ng6#
ChessFantom,1916,clevereduardo,1832,1-0,????.??.??,e4 Nf6 Nc3 d6 Nge2 c6 h3 g6 g3 Bg7 Bg2 O-O O-O Nbd7 d3 Re8 f4 Nf8 d4 e5 f5 d5 exd5 Nxd5 g4 exd4 Nxd5 cxd5 fxg6 fxg6 Nf4 Be6 Qf3 Bf7 Nxd5 Bxd5 Qxd5+ Qxd5 Bxd5+ Kh8 Bxb7 Rad8 Bg5 Rd6 Rae1 Rxe1 Rxe1 Re6 Rf1 Rb6 Bd5 Ne6 Bc1 h6 Re1 Nc7 Bb3 g5 Re7 Nb5 a4 Nd6 Rxa7 Ne4 Ra8+ Kh7 a5 Rf6 a6 Ng3 a7 Ne2+ Kg2 Nxc1 Rh8+ Bxh8 a8=Q Nxb3 Qe4+ Rg6 cxb3 Bf6 b4 Kg7 b5 Kf7 b6 Rg8 b7 Re8 Qd5+ Kg7 Qd7+ Re7 Qxe7+ Bxe7 b8=Q
ArmandoPeaEdoMex,1170,Rasmus1,1545,0-1,????.??.??,e4 e5 Nc3 Nf6 Nf3 Bb4 Qe2 d6 Qb5+ Nc6 a3 Bxc3 bxc3 a6 Qc4 O-O Be2 b5 Qd3 Bg4 O-O Qe7 a4 b4 h3 Bxf3 Qxf3 a5 c4 Nd4 Qe3 c5 c3 Nc2 Qd3 Nxa1 Bb2 Nb3 f4 exf4 Rxf4 Nd7 Bh5 Ne5 Qd5 g6 Be2 Qg5 d4 Qxf4 dxe5 Qe3+ Kh1 Qxe2 e6 Qxb2 e7 Rfe8 Qxd6 Qb1+ Kh2 Qxe4 Qf6 Qxe7 Qf4 Qe5 Qxe5 Rxe5 Kg3 bxc3 Kf4 f6 g4 Rae8 Kg3 Re3+ Kh4 g5+ Kh5 Rxh3#
EGNfanclub,2165,zoranz,1993,1-0,????.??.??,e4 e6 d4 e5 dxe5 Nc6 f4 Nxe5 fxe5 Qh4+ Ke2 Qxe4+ Be3 d5 Nc3 Bg4+ Nf3 Bxf3+ gxf3 Qc4+ Ke1 Qb4 a3 Qxb2 Nb5 O-O-O Nxa7+ Kb8 Rb1 Qc3+ Kf2 d4 Bd2 Qc5 Nb5 Qxe5 Bd3 Bc5 f4 Qf6 Qh5 Bb6 a4 g6 Qg5 h6 Qxf6 Nxf6 a5 Bc5 Bb4 Bxb4 Rxb4 c6 Na3 Kc7 Rhb1 Rb8 Nc4 Nd5 R4b3 Nxf4 Nb6 Rhe8 a6 Nxd3+ cxd3 Re5 a7 Rbe8 R1b2 Rf5+ Kg2
donerizo,1775,artspeaker,1492,0-1,????.??.??,e4 e6 d4 d5 Nc3 c5 exd5 exd5 dxc5 d4 Nce2 Bxc5 Nf3 Nc6 Qd3 g6 Bg5 f6 Bh4 Bf5 Qc4 Qb6 O-O-O O-O-O h3 g5 Bg3 Nge7 Bh2 Na5 Qf7 d3 Ng3 dxc2 Rxd8+ Rxd8 Be2 Bg6 Qg7 Bxf2 Qxe7 Be3+ Qxe3 Qxe3+ Nd2 Qxd2#
tadjvid19,1523,alexei7,1486,0-1,????.??.??,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 d5 c6 dxc6 Qxd1+ Kxd1 Nxc6 f3 Bf5 Bd3 O-O-O Bd2 Bxd3 cxd3 Rxd3 Ke2 Rd8 Nh3 Kb8 Ng5 Rd7 Nxf7 Rg8 Be3 e5 Ng5 Nd5 Nge4 Nxe3 Kxe3 Bb4 Rhd1 Rgd8 Rxd7 Rxd7 Rc1 Rd4 Rc2 Bxc3 bxc3 Rd8 Rd2 Rxd2 Kxd2 Na5 Kd3 Nc6 Ng5 Ne7 Ke4 Nc6 Kd5 Kc7 Nxh7 g6 Ng5 Na5 Ne6+ Kb6 Nf8 Nc6 Nxg6 Nd8 Nxe5 Nf7
cvetlicnivitez,1655,stvic,1458,1-0,????.??.??,e4 e5 Nf3 Qf6 Bc4 Be7 Nc3 c6 d4 exd4 Bg5 Qg6 Bxe7 Nxe7 Qxd4 f6 O-O d5 exd5 Bh3 Nh4 Qg5 Rfe1 Bg4 d6 Qxh4 Rxe7+ Kd8 h3 b5 Bb3 c5 Qxc5 Na6 Qxb5 Nc7 Qc4 Rc8 Rxc7 Rb8 Qxg4 Qxg4 hxg4 Re8 Kf1 Rb6 Re1 Rxd6 Rxg7 Rxe1+ Kxe1 Re6+
lens260,1531,telior,1520,1/2-1/2,????.??.??,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nxc6 dxc6 Qxd8+ Kxd8 Nc3 Be6 Bf4 Nf6 O-O-O+ Kc8 Be5 Bg7 Na4 Rd8 Be2 Rxd1+ Rxd1 Bh6+ Kb1 Nxe4 f3 Nf6 Bxf6 exf6 Nc5 Bd5 c4 b6 Nb3 Be6 Nd2 Kc7 Ne4 Rd8 Rxd8 Kxd8 Nxf6 Kc7 Nxh7 g5 Nf6 Bf5+ Ka1 Bf8 Ne4 g4 Ng3 Bg6 fxg4 Bd6 Nf5 Bxh2 Bf3 Bf4 Ne7 c5 Nxg6 fxg6 b3 Kd6 Kb1 Ke5 Kc2 Kd4 Bc6 g5 Be8 a5 Bg6 Ke3 Be8 Kf2 Bc6 Ke3 Bf3 Kd4 a3 Be3 a4 Bf4 Bc6 Be3 Bf3 Bf4 Bc6 Be3 Bf3 Bf4
Paracelso,1755,guillermo1066,1755,1-0,????.??.??,Nf3 d5 d3 e6 Nbd2 c5 b3 Bd6 Bb2 Ne7 e4 d4 e5 Bc7 a4 Bd7 g3 Ng6 Nc4 O-O Bg2 h6 O-O Bc6 Re1 f6 exf6 Qxf6 Rf1 Bxf3 Bxf3 Qxf3 Qe1 Nd7 Qxe6+ Rf7 Qxg6 Raf8 Qe6 Nf6 Rae1 Ng4 h3 Nf6 Ne5 Bxe5 Rxe5 Nh7 Rxc5 Ng5 Rxg5 hxg5 Ba3 Rd8 Bd6 Rd7 Be5 g4 hxg4 g6 g5 Qh5 Qe8+ Rf8 Qe6+ Rdf7 Bf6 Qh7 Bxd4 Qh5 Qe5 Qh7 Kg2 Rf5 Qe6+ Qf7 Qxf7+ R8xf7 Bf6 R5xf6 gxf6 Rxf6 Re1 Kg7 Re7+ Rf7 Rxf7+ Kxf7 Kf3 Kf6 d4
noodles_,1500,cheesehead04,1575,1-0,????.??.??,c4 e5 Nc3 Bc5 e3 Nc6 d3 d6 Nd5 Nb4 Nf3 Nxd5 cxd5 Bb4+ Bd2 a5 a3 Bxd2+ Qxd2 Nf6 e4 O-O Be2 b5 O-O Bg4 h3 Bd7 b3 Nh5 Ng5 Nf4 Nf3 f5 exf5 Bxf5 a4 b4 Qd1 Qf6 Rc1 Qg6 Nh4 Nxh3+ Kh1 Nxf2+ Kg1 Nxd1 Nxg6 Bxg6 Rcxd1 e4 dxe4 Bxe4 Bc4 Rae8 Bb5 Re5 Bc4 Bc2 Rc1 Be4 Bb5 Rf7 Rxf7 Kxf7 Rxc7+ Re7 Rc8 Bxd5 Rd8 Re1+ Kh2 Ke7 Re8+ Kf6 Rxe1 g5 Bc4 Bxc4 bxc4 h5 Rd1 Ke5 Rd5+ Ke6 Rxg5 h4 Rxa5 b3 Rb5
myllarau,1413,Xaver,1483,1-0,????.??.??,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Qe2 Qe7 d3 Nf6 Qxe7+ Bxe7 Be2 Nc6 h3 Bd7 a3 O-O-O Bg5 Nd4 Nxd4
asnegao,1513,Quinte-Curce,1405,1-0,????.??.??,b3 d5 Bb2 Nf6 Nf3 Bf5 g3 e6 Bg2 c6 h3 h6 d3 Bd6 Nbd2 Nbd7 O-O O-O Nh4 Bh7 e4 dxe4 dxe4 Be7 e5 Nd5 c4 N5b6 Ne4 Qc7 Nd6 Bxh4 gxh4 Rad8 Qd4 Nc8 c5
hugo50000,1681,anylaury21,1684,1-0,????.??.??,d4 e6 Nf3 Qe7 e4 a6 Bd3 b6 O-O h6 d5 g5 dxe6 dxe6 e5 Bb7 Be3 Bg7 Nbd2 Nc6 c3 O-O-O Qe2 g4 Ne1 Rxd3 Qxd3 h5 Bf4 h4 g3 hxg3 fxg3 Qc5+ Qe3 Qxe3+ Bxe3 Nxe5 Bf4 Nf3+ Ndxf3 gxf3 Nxf3 Bxf3 Rxf3 f5 Re1 Kd7 Be5 Bxe5 Rxe5 Nh6 Rd3+ Ke7 Rde3 Ng4 Rxe6+ Kd7 Re7+ Kc6 R3e6+ Kb7 h4 f4 gxf4 Rxh4 Kg2 Nh6 Rh7 Rg4+ Kf3 Nf5 Kxg4
CEPO,1685,MajorMinor,1791,0-1,????.??.??,e4 e5 Nf3 Nc6 Bb5 Bd6 Nc3 a6 Ba4 b5 Bb3 Nf6 a3 O-O O-O Re8 d3 Bb7 Ng5 Rf8 Ne2 h6 Nf3 Na5 Ba2 c5 Ng3 Nc6 Nf5 Bc7 Be3 d6 h3 Ne7 N5h4 d5 Qd2 Kh8 Bxh6 gxh6 Qxh6+ Nh7 exd5 Ng6 Ng5 Qxg5 Qxg5 Nxg5 Nxg6+ fxg6 Rae1 Rae8
ChesSuxX,1831,catzilla,1875,0-1,????.??.??,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O a6 Re1 Nf6 Nd5 exd5 exd5+ Ne5 Nxe5 dxe5 Rxe5+ Be7 d6 Be6 dxe7 Qxd1+ Bf1 Ng4 Re2 Rc8 Bg5 Qxa1 Rd2 f6 Rd8+ Rxd8 exd8=Q+ Kxd8 Bxf6+ gxf6
Krishanu,1570,bmaas,1457,1-0,????.??.??,e4 c5 Nf3 e6 Bc4 a6 O-O b5 Be2 Bb7 d3 c4 dxc4 Bxe4 cxb5 Qc8 Nc3 Bxf3 Bxf3 Ra7 Be3 Bc5 a4 Bxe3 fxe3 Qc5 Kh1 Qxe3 Qd6 Nf6 Qxb8+ Ke7 Qxh8
Metalium,1685,khardal,1641,0-1,????.??.??,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Bg5 Nc6 e3 Bf5 Bxf6 gxf6 a3 Rc8 Rc1 e6 Bd3 Bxd3 Qxd3 Bd6 Nf3 O-O O-O Kh8 Nb5 Bb8 Rc2 a6 Nc3 Rg8 Ne2 Qd6 Ng3 f5
fjroldan,1634,JustLikeYou,1326,1-0,????.??.??,d4 e6 Nf3 Qf6 Bg5 Qg6 e3 a6 Bd3 Qh5 Qe2 f6 Bh4 g5 Bg3 d6 Nc3 g4 Nh4 e5 Ne4 exd4 Nxf6+ Nxf6 O-O-O dxe3 Qxe3+ Be7 Rde1 Nd5 Qd4 O-O Nf5 Bxf5 Qxd5+ Kh8 Rxe7 Qg5+ Kb1 Qxe7 Bxf5 c6 Qd3 Qf6 Bxh7 Nd7 Re1 d5 a3 Nc5 Qg6 Nd7 Qxg4 Rae8 Rxe8 Rxe8 Qxd7 Re1+ Ka2 d4 Qc7 Qe6+ b3 d3 Bxd3 Qd5 Qb8+ Kg7 Qxb7+ Kf6 Bh4+ Ke5 Qe7+ Kd4 Qxe1 Qxg2 Qb4+ Kd5 Qc4+ Kd6 Bg3+ Ke7 Be4 Qh3 Qxc6 Qg4 Qb7+ Kf6 Qxa6+ Kg5 Qg6#
gamatos,1911,Oluja95,1782,0-1,????.??.??,e4 c5 Nf3 Nc6 Bb5 Qb6 Nc3 e6 a4 a6 a5 Nxa5 Rxa5 Qxa5 Bc4 b5 Bd5 exd5 exd5 d6 O-O Bg4 Re1+ Be7 Qe2 O-O-O d4 cxd4 Ne4 Nf6 Bd2 Qb6 Qd3 Nxe4 Rxe4 Bf5 Qxd4 Qxd4 Rxd4 Bxc2 Ba5 Rd7 Rd2 Bb3 Rd3 Bc4 Rc3 Bd8 Bxd8 Kxd8
vezir25,1490,erkanerdem,1526,0-1,????.??.??,e4 e5 Nf3 d6 h4 g6 h5 gxh5 Rxh5 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Bg4 Rh1 Nf6 Bg5 Bg7 Bb5+ c6 Bc4 Qa5+ c3 Qxg5 Qd3 Qc1+
likor64,1966,vevesem,1924,0-1,????.??.??,d4 d6 Bg5 c6 e3 Qa5+
juck,1410,explem,1292,1-0,????.??.??,d4 d5 e3 e6 Nf3 g6 c4 c6 c5 b5 cxb6 axb6 Bd3 Nf6 Ne5 Qe7 Qb3 Nfd7 Nxd7 Nxd7 O-O b5 Nd2 Ba6 a3 Nb6 Qd1 b4 a4 Bxd3 Re1 Qf6 Nb3 Be4 a5 Nc8 f3 Bf5 Rf1 Bd6 e4 dxe4 fxe4 Qh4 e5 Be7 Rf4 Bg4 Rxg4 Qh5 Qf3 f5 Rg3 Qxf3 Rxf3 Rf8 a6 Bh4 Nc5 Be7 Nxe6 Rf7 Nc7+ Kd8 Nxa8 c5 d5 c4 d6 Nxd6 exd6 Bxd6 Nb6 Bc5+ Kh1 Bxb6 Be3 Rf6 Bxb6+ Rxb6 a7 c3 bxc3 b3 a8=Q+ Kc7 Qa7+ Rb7 Qxb7+ Kxb7 Rb1 Kb6 Rxb3+ Kc5 Ra3 Kc4 Ra7 Kc5 Rxh7 Kc4 Rh6 Kc5 Rxg6 Kc4 Rg5 Kc5 Rgxf5+ Kc4 R5f4+ Kc5 Rd3 Kb5 Rdd4 Kc5 Rf5+ Kc6 Rdd5 Kc7 c4 Kc6 Rf6+ Kc7 Rdd6 Kc8 c5 Kc7 Rf7+ Kc8 c6 Kb8 Rd8#
